,Unnamed: 0.1,Unnamed: 0.1.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,genre,subgenre,date,pre1_base_polarity,pre1_main_emotion_class
21,143,143,GerDracor/brandes-ariadne-auf-naxos.xml,Der Löwe brüllt!,0,16,character_speech,1,2,,ARIADNE,#ariadne,10.0,FEMALE,fear,schauspiel,,1775.0,negative,emotions of anxiety
22,144,144,GerDracor/brandes-ariadne-auf-naxos.xml,Ach Theseus!,0,12,character_speech,1,2,,ARIADNE,#ariadne,10.0,FEMALE,suffering,schauspiel,,1775.0,negative,emotions of suffering and empathy
23,145,145,GerDracor/brandes-ariadne-auf-naxos.xml,Theseus!,13,21,character_speech,1,2,,ARIADNE,#ariadne,10.0,FEMALE,being moved,schauspiel,,1775.0,being moved,being moved
24,146,146,GerDracor/brandes-ariadne-auf-naxos.xml,komm; ich bin erwacht!,22,44,character_speech,1,2,,ARIADNE,#ariadne,10.0,FEMALE,no_annotation,schauspiel,,1775.0,no_annotation,no_annotation
25,147,147,GerDracor/brandes-ariadne-auf-naxos.xml,Wo bist du?,0,11,character_speech,1,2,,ARIADNE,#ariadne,10.0,FEMALE,no_annotation,schauspiel,,1775.0,no_annotation,no_annotation
26,148,148,GerDracor/brandes-ariadne-auf-naxos.xml,"Du jagst im fernen Thale nach Löwen und Tyger und verläßt Deine Ariadne, die für Dein
            Leben zittert!",0,112,character_speech,1,2,,ARIADNE,#ariadne,10.0,FEMALE,despair,schauspiel,,1775.0,negative,emotions of anxiety
27,149,149,GerDracor/brandes-ariadne-auf-naxos.xml,Komm!,0,5,character_speech,1,2,,ARIADNE,#ariadne,10.0,FEMALE,no_annotation,schauspiel,,1775.0,no_annotation,no_annotation
28,150,150,GerDracor/brandes-ariadne-auf-naxos.xml,Sie ist erwacht; komm in meine Arme!,6,42,character_speech,1,2,,ARIADNE,#ariadne,10.0,FEMALE,no_annotation,schauspiel,,1775.0,no_annotation,no_annotation
29,151,151,GerDracor/brandes-ariadne-auf-naxos.xml,Wie hab ich ihn diese Nacht beweint!,0,36,character_speech,1,2,,ARIADNE,#ariadne,10.0,FEMALE,compassion,schauspiel,,1775.0,negative,emotions of suffering and empathy
30,152,152,GerDracor/brandes-ariadne-auf-naxos.xml,Noch nie hatt ich einen so schröcklichen Traum!,0,47,character_speech,1,2,,ARIADNE,#ariadne,10.0,FEMALE,joy,schauspiel,,1775.0,positive,emotions of pleasure
31,153,153,GerDracor/brandes-ariadne-auf-naxos.xml,"Er wollte mich verlassen; umsonst streckt' ich die Hände nach ihn aus, rief ihn
            umsonst, sucht ihn umsonst auf dieser Höhe!",0,135,character_speech,1,2,,ARIADNE,#ariadne,10.0,FEMALE,love,schauspiel,,1775.0,positive,emotions of affection
32,154,154,GerDracor/brandes-ariadne-auf-naxos.xml,Himmel!,0,7,character_speech,1,2,,ARIADNE,#ariadne,10.0,FEMALE,being moved,schauspiel,,1775.0,being moved,being moved
33,155,155,GerDracor/brandes-ariadne-auf-naxos.xml,Wenn sein Muth ihn zu weit verleitete!,8,46,character_speech,1,2,,ARIADNE,#ariadne,10.0,FEMALE,no_annotation,schauspiel,,1775.0,no_annotation,no_annotation
34,156,156,GerDracor/brandes-ariadne-auf-naxos.xml,"Nicht der Minotaurus allein war seinem theuren Leben furchtbar; es giebt mehr Schröcken
            der Natur!",0,110,character_speech,1,2,,ARIADNE,#ariadne,10.0,FEMALE,abhorrence,schauspiel,,1775.0,negative,emotions of rejection
35,157,157,GerDracor/brandes-ariadne-auf-naxos.xml,Reissende Thiere können ihn anfallen!,0,37,character_speech,1,2,,ARIADNE,#ariadne,10.0,FEMALE,abhorrence,schauspiel,,1775.0,negative,emotions of rejection
36,158,158,GerDracor/brandes-ariadne-auf-naxos.xml,Schlangen ihn umwinden!,38,61,character_speech,1,2,,ARIADNE,#ariadne,10.0,FEMALE,abhorrence,schauspiel,,1775.0,negative,emotions of rejection
37,159,159,GerDracor/brandes-ariadne-auf-naxos.xml,"Wer, Götter!",0,12,character_speech,1,2,,ARIADNE,#ariadne,10.0,FEMALE,suffering,schauspiel,,1775.0,negative,emotions of suffering and empathy
38,160,160,GerDracor/brandes-ariadne-auf-naxos.xml,Wer rettet ihn?,13,28,character_speech,1,2,,ARIADNE,#ariadne,10.0,FEMALE,no_annotation,schauspiel,,1775.0,no_annotation,no_annotation
39,161,161,GerDracor/brandes-ariadne-auf-naxos.xml,"Ach Theseus, komm!",0,18,character_speech,1,2,,ARIADNE,#ariadne,10.0,FEMALE,fear,schauspiel,,1775.0,negative,emotions of anxiety
40,162,162,GerDracor/brandes-ariadne-auf-naxos.xml,Sieh meine Thränen!,19,38,character_speech,1,2,,ARIADNE,#ariadne,10.0,FEMALE,suffering,schauspiel,,1775.0,negative,emotions of suffering and empathy
41,163,163,GerDracor/brandes-ariadne-auf-naxos.xml,Deine Ariadne weint um dich!,39,67,character_speech,1,2,,ARIADNE,#ariadne,10.0,FEMALE,compassion,schauspiel,,1775.0,negative,emotions of suffering and empathy
42,164,164,GerDracor/brandes-ariadne-auf-naxos.xml,"Du weißt, wie zärtlich ich dich liebe; kennst mein weibliches, zur Furcht geneigtes
            Herz und kannst mich so ängstigen?",0,130,character_speech,1,2,,ARIADNE,#ariadne,10.0,FEMALE,love,schauspiel,,1775.0,positive,emotions of affection
43,165,165,GerDracor/brandes-ariadne-auf-naxos.xml,Er kömmt nicht!,0,15,character_speech,1,2,,ARIADNE,#ariadne,10.0,FEMALE,fear,schauspiel,,1775.0,negative,emotions of anxiety
44,166,166,GerDracor/brandes-ariadne-auf-naxos.xml,Er hört mich nicht!,0,19,character_speech,1,2,,ARIADNE,#ariadne,10.0,FEMALE,anger,schauspiel,,1775.0,negative,emotions of rejection
45,167,167,GerDracor/brandes-ariadne-auf-naxos.xml,Sie ruft laut.,0,14,stage_direction,1,2,speech_part,,#ariadne,10.0,FEMALE,no_annotation,schauspiel,,1775.0,no_annotation,no_annotation
46,168,168,GerDracor/brandes-ariadne-auf-naxos.xml,Theseus!,0,8,character_speech,1,2,,ARIADNE,#ariadne,10.0,FEMALE,being moved,schauspiel,,1775.0,being moved,being moved
47,169,169,GerDracor/brandes-ariadne-auf-naxos.xml,Theseus!,9,17,character_speech,1,2,,ARIADNE,#ariadne,10.0,FEMALE,being moved,schauspiel,,1775.0,being moved,being moved
48,170,170,GerDracor/brandes-ariadne-auf-naxos.xml,Er antwortet nicht!,18,37,character_speech,1,2,,ARIADNE,#ariadne,10.0,FEMALE,no_annotation,schauspiel,,1775.0,no_annotation,no_annotation
49,171,171,GerDracor/brandes-ariadne-auf-naxos.xml,Welch Schröcken ergreift mich!,38,68,character_speech,1,2,,ARIADNE,#ariadne,10.0,FEMALE,suffering,schauspiel,,1775.0,negative,emotions of suffering and empathy
50,172,172,GerDracor/brandes-ariadne-auf-naxos.xml,Wie schlägt mein Herz!,0,22,character_speech,1,2,,ARIADNE,#ariadne,10.0,FEMALE,being moved,schauspiel,,1775.0,being moved,being moved
51,173,173,GerDracor/brandes-ariadne-auf-naxos.xml,Sie ruft.,0,9,stage_direction,1,2,speech_part,,#ariadne,10.0,FEMALE,no_annotation,schauspiel,,1775.0,no_annotation,no_annotation
52,174,174,GerDracor/brandes-ariadne-auf-naxos.xml,Theseus!,0,8,character_speech,1,2,,ARIADNE,#ariadne,10.0,FEMALE,being moved,schauspiel,,1775.0,being moved,being moved
53,175,175,GerDracor/brandes-ariadne-auf-naxos.xml,Welch ein fürchterlicher Wiederhall!,0,36,character_speech,1,2,,ARIADNE,#ariadne,10.0,FEMALE,suffering,schauspiel,,1775.0,negative,emotions of suffering and empathy
54,176,176,GerDracor/brandes-ariadne-auf-naxos.xml,Was bedeutet das Brausen im Walde?,0,34,character_speech,1,2,,ARIADNE,#ariadne,10.0,FEMALE,no_annotation,schauspiel,,1775.0,no_annotation,no_annotation
55,177,177,GerDracor/brandes-ariadne-auf-naxos.xml,Gewitterwolken steigen auf – Der Sturm ist nicht ferne!,0,55,character_speech,1,2,,ARIADNE,#ariadne,10.0,FEMALE,fear,schauspiel,,1775.0,negative,emotions of anxiety
56,178,178,GerDracor/brandes-ariadne-auf-naxos.xml,"Und Theseus kömmt noch
            nicht?",56,97,character_speech,1,2,,ARIADNE,#ariadne,10.0,FEMALE,no_annotation,schauspiel,,1775.0,no_annotation,no_annotation
57,179,179,GerDracor/brandes-ariadne-auf-naxos.xml,"Sie eilt voll Angst vom Felsen hinab und ruft, indem sie den Theseus allenthalben
            sucht.",0,100,stage_direction,1,2,speech_part,,#ariadne,10.0,FEMALE,fear,schauspiel,,1775.0,negative,emotions of anxiety
58,180,180,GerDracor/brandes-ariadne-auf-naxos.xml,Theseus!,0,8,character_speech,1,2,,ARIADNE,#ariadne,10.0,FEMALE,being moved,schauspiel,,1775.0,being moved,being moved
59,181,181,GerDracor/brandes-ariadne-auf-naxos.xml,Mein Geliebter!,9,24,character_speech,1,2,,ARIADNE,#ariadne,10.0,FEMALE,love,schauspiel,,1775.0,positive,emotions of affection
60,182,182,GerDracor/brandes-ariadne-auf-naxos.xml,Wo bist Du?,25,36,character_speech,1,2,,ARIADNE,#ariadne,10.0,FEMALE,no_annotation,schauspiel,,1775.0,no_annotation,no_annotation
61,183,183,GerDracor/brandes-ariadne-auf-naxos.xml,Wo find ich Dich?,37,54,character_speech,1,2,,ARIADNE,#ariadne,10.0,FEMALE,no_annotation,schauspiel,,1775.0,no_annotation,no_annotation
62,184,184,GerDracor/brandes-ariadne-auf-naxos.xml,»Zu weit entfernt das Meer den Frevler schon!,0,45,character_speech,1,2,,DIE STIMME DER OREADE.,#die_stimme_der_oreade,11.0,FEMALE,abhorrence,schauspiel,,1775.0,negative,emotions of rejection
63,185,185,GerDracor/brandes-ariadne-auf-naxos.xml,Er ist auf ewig Dir entflohn!,0,29,character_speech,1,2,,DIE STIMME DER OREADE.,#die_stimme_der_oreade,11.0,FEMALE,abhorrence,schauspiel,,1775.0,negative,emotions of rejection
64,186,186,GerDracor/brandes-ariadne-auf-naxos.xml,– «,30,33,character_speech,1,2,,DIE STIMME DER OREADE.,#die_stimme_der_oreade,11.0,FEMALE,no_annotation,schauspiel,,1775.0,no_annotation,no_annotation
65,187,187,GerDracor/brandes-ariadne-auf-naxos.xml,Entflohn!,0,9,character_speech,1,2,,ARIADNE.,#ariadne,12.0,FEMALE,fear,schauspiel,,1775.0,negative,emotions of anxiety
66,188,188,GerDracor/brandes-ariadne-auf-naxos.xml,Entflohn?,10,19,character_speech,1,2,,ARIADNE.,#ariadne,12.0,FEMALE,no_annotation,schauspiel,,1775.0,no_annotation,no_annotation
67,189,189,GerDracor/brandes-ariadne-auf-naxos.xml,Welche Stimme?,20,34,character_speech,1,2,,ARIADNE.,#ariadne,12.0,FEMALE,no_annotation,schauspiel,,1775.0,no_annotation,no_annotation
68,190,190,GerDracor/brandes-ariadne-auf-naxos.xml,Wer?,35,39,character_speech,1,2,,ARIADNE.,#ariadne,12.0,FEMALE,no_annotation,schauspiel,,1775.0,no_annotation,no_annotation
69,191,191,GerDracor/brandes-ariadne-auf-naxos.xml,–,40,41,character_speech,1,2,,ARIADNE.,#ariadne,12.0,FEMALE,no_annotation,schauspiel,,1775.0,no_annotation,no_annotation
70,192,192,GerDracor/brandes-ariadne-auf-naxos.xml,"»Ich, Nympfe dieser Höhen,",0,26,character_speech,1,2,,DIE STIMME DER OREADE.,#die_stimme_der_oreade,13.0,FEMALE,no_annotation,schauspiel,,1775.0,no_annotation,no_annotation
71,193,193,GerDracor/brandes-ariadne-auf-naxos.xml,Hab ihn im Sturme Dir entfliehen sehn.,0,38,character_speech,1,2,,DIE STIMME DER OREADE.,#die_stimme_der_oreade,13.0,FEMALE,no_annotation,schauspiel,,1775.0,no_annotation,no_annotation
72,194,194,GerDracor/brandes-ariadne-auf-naxos.xml,"Er fürchtete das Licht,",0,23,character_speech,1,2,,DIE STIMME DER OREADE.,#die_stimme_der_oreade,13.0,FEMALE,fear,schauspiel,,1775.0,negative,emotions of anxiety
73,195,195,GerDracor/brandes-ariadne-auf-naxos.xml,"Dein bittend Angesicht,",0,23,character_speech,1,2,,DIE STIMME DER OREADE.,#die_stimme_der_oreade,13.0,FEMALE,no_annotation,schauspiel,,1775.0,no_annotation,no_annotation
74,196,196,GerDracor/brandes-ariadne-auf-naxos.xml,"Dein weinend Auge, nur den Sturm der Wogen nicht.«",0,50,character_speech,1,2,,DIE STIMME DER OREADE.,#die_stimme_der_oreade,13.0,FEMALE,suffering,schauspiel,,1775.0,negative,emotions of suffering and empathy
75,197,197,GerDracor/brandes-ariadne-auf-naxos.xml,Ihr Götter!,0,11,character_speech,1,2,,ARIADNE.,#ariadne,14.0,FEMALE,suffering,schauspiel,,1775.0,negative,emotions of suffering and empathy
76,198,198,GerDracor/brandes-ariadne-auf-naxos.xml,Sie sinkt zur Erde.,0,19,stage_direction,1,2,speech_part,,#ariadne,14.0,FEMALE,no_annotation,schauspiel,,1775.0,no_annotation,no_annotation
77,199,199,GerDracor/brandes-ariadne-auf-naxos.xml,Verlassen!,0,10,character_speech,1,2,,ARIADNE.,#ariadne,14.0,FEMALE,despair,schauspiel,,1775.0,negative,emotions of anxiety
78,200,200,GerDracor/brandes-ariadne-auf-naxos.xml,Verlassen?,11,21,character_speech,1,2,,ARIADNE.,#ariadne,14.0,FEMALE,being moved,schauspiel,,1775.0,being moved,being moved
79,201,201,GerDracor/brandes-ariadne-auf-naxos.xml,Hier allein?,22,34,character_speech,1,2,,ARIADNE.,#ariadne,14.0,FEMALE,no_annotation,schauspiel,,1775.0,no_annotation,no_annotation
80,202,202,GerDracor/brandes-ariadne-auf-naxos.xml,Auf diesem Felsen?,35,53,character_speech,1,2,,ARIADNE.,#ariadne,14.0,FEMALE,no_annotation,schauspiel,,1775.0,no_annotation,no_annotation
81,203,203,GerDracor/brandes-ariadne-auf-naxos.xml,Hier am Meer?,54,67,character_speech,1,2,,ARIADNE.,#ariadne,14.0,FEMALE,no_annotation,schauspiel,,1775.0,no_annotation,no_annotation
82,204,204,GerDracor/brandes-ariadne-auf-naxos.xml,Götter!,0,7,character_speech,1,2,,ARIADNE.,#ariadne,14.0,FEMALE,being moved,schauspiel,,1775.0,being moved,being moved
83,205,205,GerDracor/brandes-ariadne-auf-naxos.xml,Götter!,8,15,character_speech,1,2,,ARIADNE.,#ariadne,14.0,FEMALE,being moved,schauspiel,,1775.0,being moved,being moved
84,206,206,GerDracor/brandes-ariadne-auf-naxos.xml,Und Theseus!,16,28,character_speech,1,2,,ARIADNE.,#ariadne,14.0,FEMALE,being moved,schauspiel,,1775.0,being moved,being moved
85,207,207,GerDracor/brandes-ariadne-auf-naxos.xml,Er!,29,32,character_speech,1,2,,ARIADNE.,#ariadne,14.0,FEMALE,being moved,schauspiel,,1775.0,being moved,being moved
86,208,208,GerDracor/brandes-ariadne-auf-naxos.xml,kann Theseus mich verlassen?,33,61,character_speech,1,2,,ARIADNE.,#ariadne,14.0,FEMALE,being moved,schauspiel,,1775.0,being moved,being moved
87,209,209,GerDracor/brandes-ariadne-auf-naxos.xml,Gerechte Götter!,0,16,character_speech,1,2,,ARIADNE.,#ariadne,14.0,FEMALE,joy,schauspiel,,1775.0,positive,emotions of pleasure
88,210,210,GerDracor/brandes-ariadne-auf-naxos.xml,Er?,17,20,character_speech,1,2,,ARIADNE.,#ariadne,14.0,FEMALE,being moved,schauspiel,,1775.0,being moved,being moved
89,211,211,GerDracor/brandes-ariadne-auf-naxos.xml,"Sie fährt plötzlich auf, indem sie auf der hohen See ein Schiff erblickt, das
            schnell vorüber eilt.",0,111,stage_direction,1,2,speech_part,,#ariadne,14.0,FEMALE,being moved,schauspiel,,1775.0,being moved,being moved
90,212,212,GerDracor/brandes-ariadne-auf-naxos.xml,Ha!,0,3,character_speech,1,2,,ARIADNE.,#ariadne,14.0,FEMALE,no_annotation,schauspiel,,1775.0,no_annotation,no_annotation
91,213,213,GerDracor/brandes-ariadne-auf-naxos.xml,Was erblick ich?,4,20,character_speech,1,2,,ARIADNE.,#ariadne,14.0,FEMALE,no_annotation,schauspiel,,1775.0,no_annotation,no_annotation
92,214,214,GerDracor/brandes-ariadne-auf-naxos.xml,Wer rettet mich?,21,37,character_speech,1,2,,ARIADNE.,#ariadne,14.0,FEMALE,fear,schauspiel,,1775.0,negative,emotions of anxiety
93,215,215,GerDracor/brandes-ariadne-auf-naxos.xml,Ein Schiff am Horizont!,38,61,character_speech,1,2,,ARIADNE.,#ariadne,14.0,FEMALE,no_annotation,schauspiel,,1775.0,no_annotation,no_annotation
94,216,216,GerDracor/brandes-ariadne-auf-naxos.xml,Es fliegt!,62,72,character_speech,1,2,,ARIADNE.,#ariadne,14.0,FEMALE,joy,schauspiel,,1775.0,positive,emotions of pleasure
95,217,217,GerDracor/brandes-ariadne-auf-naxos.xml,Ah Verräther!,0,13,character_speech,1,2,,ARIADNE.,#ariadne,14.0,FEMALE,suffering,schauspiel,,1775.0,negative,emotions of suffering and empathy
96,218,218,GerDracor/brandes-ariadne-auf-naxos.xml,Mein Unglück ist gewiß!,14,37,character_speech,1,2,,ARIADNE.,#ariadne,14.0,FEMALE,suffering,schauspiel,,1775.0,negative,emotions of suffering and empathy
97,219,219,GerDracor/brandes-ariadne-auf-naxos.xml,Sie sinkt von neuem zur Erde.,0,29,stage_direction,1,2,speech_part,,#ariadne,14.0,FEMALE,no_annotation,schauspiel,,1775.0,no_annotation,no_annotation
98,220,220,GerDracor/brandes-ariadne-auf-naxos.xml,Mich so zu hintergehen!,0,23,character_speech,1,2,,ARIADNE.,#ariadne,14.0,FEMALE,anger,schauspiel,,1775.0,negative,emotions of rejection
99,221,221,GerDracor/brandes-ariadne-auf-naxos.xml,"Mich, die ihn unaussprechlich liebte, ihr Leben für das seinige
            wagte, mit Freuden hingegeben hätte!",24,136,character_speech,1,2,,ARIADNE.,#ariadne,14.0,FEMALE,love,schauspiel,,1775.0,positive,emotions of affection
100,222,222,GerDracor/brandes-ariadne-auf-naxos.xml,Ach Theseus!,0,12,character_speech,1,2,,ARIADNE.,#ariadne,14.0,FEMALE,suffering,schauspiel,,1775.0,negative,emotions of suffering and empathy
101,223,223,GerDracor/brandes-ariadne-auf-naxos.xml,Theseus!,13,21,character_speech,1,2,,ARIADNE.,#ariadne,14.0,FEMALE,being moved,schauspiel,,1775.0,being moved,being moved
102,224,224,GerDracor/brandes-ariadne-auf-naxos.xml,Theseus!,22,30,character_speech,1,2,,ARIADNE.,#ariadne,14.0,FEMALE,being moved,schauspiel,,1775.0,being moved,being moved
103,225,225,GerDracor/brandes-ariadne-auf-naxos.xml,Du kannst mich verlassen?,31,56,character_speech,1,2,,ARIADNE.,#ariadne,14.0,FEMALE,being moved,schauspiel,,1775.0,being moved,being moved
104,226,226,GerDracor/brandes-ariadne-auf-naxos.xml,"Mich, die Dich den
            ausgestreckten Klauen des Ungeheuers entriß, Dich voll wahrer Zärtlichkeit aus dem
            Labyrinth des Dädalus befreyte, mich kannst Du verlassen?",57,240,character_speech,1,2,,ARIADNE.,#ariadne,14.0,FEMALE,love,schauspiel,,1775.0,positive,emotions of affection
105,227,227,GerDracor/brandes-ariadne-auf-naxos.xml,Weh mir!,0,8,character_speech,1,2,,ARIADNE.,#ariadne,14.0,FEMALE,suffering,schauspiel,,1775.0,negative,emotions of suffering and empathy
106,228,228,GerDracor/brandes-ariadne-auf-naxos.xml,Weh mir!,9,17,character_speech,1,2,,ARIADNE.,#ariadne,14.0,FEMALE,suffering,schauspiel,,1775.0,negative,emotions of suffering and empathy
107,229,229,GerDracor/brandes-ariadne-auf-naxos.xml,Warum mußt ich ihn sehn?,18,42,character_speech,1,2,,ARIADNE.,#ariadne,14.0,FEMALE,being moved,schauspiel,,1775.0,being moved,being moved
108,230,230,GerDracor/brandes-ariadne-auf-naxos.xml,"Als er nach Creta kam, Alcidens Freund, so tapfer, so vollkommen!",0,65,character_speech,1,2,,ARIADNE.,#ariadne,14.0,FEMALE,"admiration, reverence",schauspiel,,1775.0,positive,emotions of affection
109,231,231,GerDracor/brandes-ariadne-auf-naxos.xml,"Sein Angesicht so
            männlich schön!",66,111,character_speech,1,2,,ARIADNE.,#ariadne,14.0,FEMALE,"admiration, reverence",schauspiel,,1775.0,positive,emotions of affection
110,232,232,GerDracor/brandes-ariadne-auf-naxos.xml,Sein Haar so lockicht!,112,134,character_speech,1,2,,ARIADNE.,#ariadne,14.0,FEMALE,no_annotation,schauspiel,,1775.0,no_annotation,no_annotation
111,233,233,GerDracor/brandes-ariadne-auf-naxos.xml,"Solch ein edler Stolz in seinen Blicken, solche
            stille Grösse, selbst bey der äussersten Gefahr!",135,243,character_speech,1,2,,ARIADNE.,#ariadne,14.0,FEMALE,"admiration, reverence",schauspiel,,1775.0,positive,emotions of affection
112,234,234,GerDracor/brandes-ariadne-auf-naxos.xml,Wer hätt' ihm widerstanden?,244,271,character_speech,1,2,,ARIADNE.,#ariadne,14.0,FEMALE,no_annotation,schauspiel,,1775.0,no_annotation,no_annotation
113,235,235,GerDracor/brandes-ariadne-auf-naxos.xml,Wie hob sich diese Brust!,0,25,character_speech,1,2,,ARIADNE.,#ariadne,14.0,FEMALE,"admiration, reverence",schauspiel,,1775.0,positive,emotions of affection
114,236,236,GerDracor/brandes-ariadne-auf-naxos.xml,"Wie wallte sie, wie bebte sie, von Lieb und Mitleid!",26,78,character_speech,1,2,,ARIADNE.,#ariadne,14.0,FEMALE,love,schauspiel,,1775.0,positive,emotions of affection
115,237,237,GerDracor/brandes-ariadne-auf-naxos.xml,"Nun bezwang ich mich nicht mehr; floh seinen Armen zu, schlang mich um seinen Hals und
            weinte!",0,106,character_speech,1,2,,ARIADNE.,#ariadne,14.0,FEMALE,suffering,schauspiel,,1775.0,negative,emotions of suffering and empathy
116,238,238,GerDracor/brandes-ariadne-auf-naxos.xml,"»Staunst Du, Theseus?",0,21,character_speech,1,2,,ARIADNE.,#ariadne,14.0,FEMALE,being moved,schauspiel,,1775.0,being moved,being moved
117,239,239,GerDracor/brandes-ariadne-auf-naxos.xml,"Mitleid, Liebe führen mich her!",22,53,character_speech,1,2,,ARIADNE.,#ariadne,14.0,FEMALE,compassion,schauspiel,,1775.0,negative,emotions of suffering and empathy
