,Unnamed: 0.1,Unnamed: 0.1.1,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,pre1_base_polarity,pre1_main_emotion_class,genre,subgenre,date
10,1369,1369,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"
              Ich wohne ja allhier!",0,36,character_speech,3,11,,MÄGERA.,#maegera,575.0,FEMALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
11,1370,1370,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Entsetze dich, mein Schatz!",51,78,character_speech,3,11,,MÄGERA.,#maegera,575.0,FEMALE,fear,negative,emotions of anxiety,comedies1740_1770,,
12,1371,1371,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"nicht über diese Sachen,
              Gefällt der Ort dir nicht?",79,144,character_speech,3,11,,MÄGERA.,#maegera,575.0,FEMALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
13,1372,1372,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,ich kann ihn schöner machen.,145,173,character_speech,3,11,,MÄGERA.,#maegera,575.0,FEMALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
14,1373,1373,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,zu Hanswurst.,0,13,stage_direction,3,11,speech_part,,#colombina,576.0,FEMALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
15,1374,1374,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"
              Was Plunder, Herr Heyduck!",0,41,character_speech,3,11,,COLOMBINA,#colombina,576.0,FEMALE,anger,negative,emotions of rejection,comedies1740_1770,,
16,1375,1375,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"was führen sie mich denn
              In dieses Zauberschloß?",42,104,character_speech,3,11,,COLOMBINA,#colombina,576.0,FEMALE,being moved,being moved,being moved,comedies1740_1770,,
17,1376,1376,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"das kann ich nicht verstehn;
              Wir werden doch nicht hier vielleicht die Hochzeit machen?",105,206,character_speech,3,11,,COLOMBINA,#colombina,576.0,FEMALE,being moved,being moved,being moved,comedies1740_1770,,
18,1377,1377,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Dieß wären wohl für mich ganz ungewohnte Sachen,
              Wo ist das Landgut denn?",221,308,character_speech,3,11,,COLOMBINA,#colombina,576.0,FEMALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
19,1378,1378,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,wo ist denn wohl die Pracht?,309,337,character_speech,3,11,,COLOMBINA,#colombina,576.0,FEMALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
20,1379,1379,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Von ihrem grossen Herrn, wie sie mir vorgemacht?",352,400,character_speech,3,11,,COLOMBINA,#colombina,576.0,FEMALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
21,1380,1380,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Ich seh es ganz gewiß, sie haben mich betrogen",415,461,character_speech,3,11,,COLOMBINA,#colombina,576.0,FEMALE,suffering,negative,emotions of suffering and empathy,comedies1740_1770,,
22,1381,1381,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,zu Colombine.,0,13,stage_direction,3,11,speech_part,,#hanswurst,577.0,MALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
23,1382,1382,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"
              Das ist, nach neuster Art gelehrt geredt, erlogen,
              Gedulten sie sich nur, mein Schatz!",0,115,character_speech,3,11,,HANSWURST,#hanswurst,577.0,MALE,anger,negative,emotions of rejection,comedies1740_1770,,
24,1383,1383,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"in kurtzer Zeit
              Verliehren sie gewiß des Irrthums Dunkelheit,
              Denn mein Herr Graf und ich seynd treu für die Getreuen,
              Und für die Falschen falsch.",116,305,character_speech,3,11,,HANSWURST,#hanswurst,577.0,MALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
25,1384,1384,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,Man hört in dem Schloß ein Geschrey.,0,36,stage_direction,3,11,speech_part,,#hanswurst,577.0,MALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
26,1385,1385,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,zu Colombine.,0,13,stage_direction,3,11,speech_part,,#angela,578.0,FEMALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
27,1386,1386,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"
              O weh!",0,21,character_speech,3,11,,ANGELA,#angela,578.0,FEMALE,suffering,negative,emotions of suffering and empathy,comedies1740_1770,,
28,1387,1387,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,was hör ich schreyen?,22,43,character_speech,3,11,,ANGELA,#angela,578.0,FEMALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
29,1388,1388,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Dieß, Colombine!",58,74,character_speech,3,11,,ANGELA,#angela,578.0,FEMALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
30,1389,1389,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"war ja meines Vaters Stimm,
              Die so erbärmlich schrie?",75,142,character_speech,3,11,,ANGELA,#angela,578.0,FEMALE,suffering,negative,emotions of suffering and empathy,comedies1740_1770,,
31,1390,1390,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,zu Angela.,0,10,stage_direction,3,11,speech_part,,#colombina,579.0,FEMALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
32,1391,1391,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,Mich dünkt es so.,0,17,character_speech,3,11,,COLOMBINA,#colombina,579.0,FEMALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
33,1392,1392,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,zu Angela.,0,10,stage_direction,3,11,speech_part,,#maegera,580.0,FEMALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
34,1393,1393,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"
              Vernimm!",0,23,character_speech,3,11,,MÄGERA,#maegera,580.0,FEMALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
35,1394,1394,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Der Zweifel soll anjetzt im Augenblick verschwinden,
              Mein Schatz!",38,117,character_speech,3,11,,MÄGERA,#maegera,580.0,FEMALE,joy,positive,emotions of pleasure,comedies1740_1770,,
36,1395,1395,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"wir eilen uns nunmehro zu verbinden,",118,154,character_speech,3,11,,MÄGERA,#maegera,580.0,FEMALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
37,1396,1396,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,Sie macht mit dem Stab Zeichen in die Luft.,0,43,stage_direction,3,11,speech_part,,#maegera,580.0,FEMALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
38,1397,1397,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"
              Entsetze dich vor nichts, was du anjetzt wirst sehn,
              Dein Vater schrie zwar erst, doch ihm ist nichts geschehn,
              Er muß mir nur zum Schertz bey unsrer Hochzeit dienen;
              Komm, schönste Angela!",0,246,character_speech,3,11,,MÄGERA,#maegera,580.0,FEMALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
39,1398,1398,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"in den Pallast, worinnen
              Ich alle Anstalt schon zur hochzeitlichen Pracht,
              Für ein so würdig Kind auf theureste gemacht.",247,395,character_speech,3,11,,MÄGERA,#maegera,580.0,FEMALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
40,1399,1399,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,Entflieh du wilder Ort!,411,434,character_speech,3,11,,MÄGERA,#maegera,580.0,FEMALE,abhorrence,negative,emotions of rejection,comedies1740_1770,,
41,1400,1400,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,entweicht ihr öden Steine!,435,461,character_speech,3,11,,MÄGERA,#maegera,580.0,FEMALE,abhorrence,negative,emotions of rejection,comedies1740_1770,,
42,1401,1401,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Du aber Hochzeitsaal für meine Braut, erscheine.",476,524,character_speech,3,11,,MÄGERA,#maegera,580.0,FEMALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
43,1402,1402,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Sogleich verschwinden die Thürme samt der Mauer, und verwandelt sich das ganze
              Theater in einen prächtigen Saal; rückwärts sieht man einen Orgester aufgerichtet,
              allwo der Schulmeister, Richter und die Bauern als Musici angekleidet sitzen, und
              musiciren.",0,296,stage_direction,3,11,speech_part,,#maegera,580.0,FEMALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
44,1403,1403,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Odoardo und Anselmo hangen einer rechts, der andere linker Hand, und Riepel
              in der Mitte, in der Luft auf einer Wolkenmaschine, als Hangleichter, wo sie an jedem
              Arm und an jedem Fuß, auch auf dem Kopf ein Licht haben, das Orgester spielt einen
              Menuet, und Mägera mit Angela, Hanswurst mit Colombine tanzen.",297,646,stage_direction,3,11,speech_part,,#maegera,580.0,FEMALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
45,1404,1404,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Nach Endigung des
              Menuets.",647,687,stage_direction,3,11,speech_part,,#maegera,580.0,FEMALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
46,1405,1405,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,zu Mägera.,0,10,stage_direction,3,11,speech_part,,#angela,581.0,FEMALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
47,1406,1406,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"
              Nun steht es anderst aus; mein werthester Gemahl!",0,64,character_speech,3,11,,ANGELA,#angela,581.0,FEMALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
48,1407,1407,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Was fühl ich nicht für Lust, in diesem Freudensaal.",79,130,character_speech,3,11,,ANGELA,#angela,581.0,FEMALE,joy,positive,emotions of pleasure,comedies1740_1770,,
49,1408,1408,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,zu Angela.,0,10,stage_direction,3,11,speech_part,,#maegera,582.0,FEMALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
50,1409,1409,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"
              Bemühe dich nicht mehr, mich als Gemahl zu nennen,
              Der Irrthum flieht von dir,",0,107,character_speech,3,11,,MÄGERA,#maegera,582.0,FEMALE,abhorrence,negative,emotions of rejection,comedies1740_1770,,
51,1410,1410,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,Sie berührt die Angela mit dem Stab.,0,36,stage_direction,3,11,speech_part,,#maegera,582.0,FEMALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
52,1411,1411,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"
              du lernest mich nun kennen!",0,42,character_speech,3,11,,MÄGERA,#maegera,582.0,FEMALE,joy,positive,emotions of pleasure,comedies1740_1770,,
53,1412,1412,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Ich bin nicht dein Gemahl, noch Graf, wie ich dir schien,
              Ich bin Mägera selbst!",57,151,character_speech,3,11,,MÄGERA,#maegera,582.0,FEMALE,being moved,being moved,being moved,comedies1740_1770,,
54,1413,1413,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,ich bin die Zauberin!,152,173,character_speech,3,11,,MÄGERA,#maegera,582.0,FEMALE,being moved,being moved,being moved,comedies1740_1770,,
55,1414,1414,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Die sich zuletzt an dir auf solche Art gerochen,
              Weil du so unverschämt die Pflicht der Treu gebrochen;
              Leander!",188,328,character_speech,3,11,,MÄGERA,#maegera,582.0,FEMALE,abhorrence,negative,emotions of rejection,comedies1740_1770,,
56,1415,1415,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"welcher dich aufs zärtlichste verehrt,
              Der von dem Vater dich zu feiner Frau begehrt,
              Ja, welche da dich ihm dein Vater abgeschlagen,
              Das Leben sich sogar zu nehmen wollte wagen,
              Leander ward von mir von seinem Tod geschützt;
              Und durch die Zauberey im Lieben unterstützt;
              Ich nahm mich seiner an, ich kam, ihm beyzustehen,
              Doch wolt ich auch die Groß von seiner Liebe sehen,
              Ich fand ihn stets getreu, nun suchte weiters ich
              Auch deiner Treue Stärk, doch wie betrog ich mich,
              Kaum hast du mich noch recht als Grafen angesehen,
              So war es auch bereits um deine Treu geschehen;
               Leander kam sogleich in die Vergessenheit,
              Und mir ward ungesäumt dein falsches Herz geweiht,
              Ja, du erkühntest dich sogar mir vorzusagen:
              Der Liebe Fesseln hätt dein Herz noch nie getragen;
              Dein treuer Liebster sah dein Wanken selbst mit an,
              Wofür er dich anjetzt nach Recht bestraffen kann.",329,1435,character_speech,3,11,,MÄGERA,#maegera,582.0,FEMALE,love,positive,emotions of affection,comedies1740_1770,,
57,1416,1416,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,zu Angela.,0,10,stage_direction,3,11,speech_part,,#leander,583.0,MALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
58,1417,1417,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"
              Ja falsche Angela!",0,33,character_speech,3,11,,LEANDER,#leander,583.0,MALE,joy,positive,emotions of pleasure,comedies1740_1770,,
59,1418,1418,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,sind dieß die Zärtlichkeiten?,34,63,character_speech,3,11,,LEANDER,#leander,583.0,MALE,love,positive,emotions of affection,comedies1740_1770,,
60,1419,1419,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Die Pflichten, Treu und Schwur, die wir uns sonsten weihten?",78,138,character_speech,3,11,,LEANDER,#leander,583.0,MALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
61,1420,1420,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,Belohnest du so schlecht ein dir getreues Herz?,153,200,character_speech,3,11,,LEANDER,#leander,583.0,MALE,compassion,negative,emotions of suffering and empathy,comedies1740_1770,,
62,1421,1421,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,Ist alle meine Müh für dich dir leichter Scherz?,215,263,character_speech,3,11,,LEANDER,#leander,583.0,MALE,anger,negative,emotions of rejection,comedies1740_1770,,
63,1422,1422,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,Treulose!,278,287,character_speech,3,11,,LEANDER,#leander,583.0,MALE,anger,negative,emotions of rejection,comedies1740_1770,,
64,1423,1423,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"wolt ich nicht um dich sogar das Leben,
              Die Freyheit, meine Ruh, mein Wohl und alles geben?",288,393,character_speech,3,11,,LEANDER,#leander,583.0,MALE,love,positive,emotions of affection,comedies1740_1770,,
65,1424,1424,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Und du verschenkst dein Herz, und denkest nichts an mich!",408,465,character_speech,3,11,,LEANDER,#leander,583.0,MALE,love,positive,emotions of affection,comedies1740_1770,,
66,1425,1425,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,zu Leander.,0,11,stage_direction,3,11,speech_part,,#angela,584.0,FEMALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
67,1426,1426,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,Leander – höre doch –,0,21,character_speech,3,11,,ANGELA,#angela,584.0,FEMALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
68,1427,1427,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,zu Angela.,0,10,stage_direction,3,11,speech_part,,#leander,585.0,MALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
69,1428,1428,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,Undankbare!,0,11,character_speech,3,11,,LEANDER,#leander,585.0,MALE,anger,negative,emotions of rejection,comedies1740_1770,,
70,1429,1429,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,– wen – dich?,12,25,character_speech,3,11,,LEANDER,#leander,585.0,MALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
71,1430,1430,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,zu Leander.,0,11,stage_direction,3,11,speech_part,,#maegera,586.0,FEMALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
72,1431,1431,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"
              Leander!",0,23,character_speech,3,11,,MÄGERA,#maegera,586.0,FEMALE,being moved,being moved,being moved,comedies1740_1770,,
73,1432,1432,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"greiffe nur nach meinen Zauberwaffen,
              Die falsche Angela empfindlich abzustraffen.",24,120,character_speech,3,11,,MÄGERA,#maegera,586.0,FEMALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
74,1433,1433,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,zu Mägera.,0,10,stage_direction,3,11,speech_part,,#leander,587.0,MALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
75,1434,1434,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"
              Sie strafte sich schon selbst, ihr eigenes Vergehn
              Kömmt ihrem falschen Herz einst theuer gnug zu stehn;
              Vermählt und unvermählt, beym schuldigen Gewissen,
              Wird sie, gleich hart gestraft, der Untreu Laster büssen:
              Ich aber räche mich auf keine andre Art,
              Als, daß ich von ihr flieh; stäts ihre Gegenwart,
              So lang ich leb, vermeid und auch dabey vergesse,
              Daß ich sie je geliebt.",0,491,character_speech,3,11,,LEANDER,#leander,587.0,MALE,suffering,negative,emotions of suffering and empathy,comedies1740_1770,,
76,1435,1435,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,Geht ab.,0,8,stage_direction,3,11,speech_part,,#leander,587.0,MALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
77,1436,1436,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,ihm nachrufend.,0,15,stage_direction,3,11,speech_part,,#angela,588.0,FEMALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
78,1437,1437,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"
              Leander!",0,23,character_speech,3,11,,ANGELA,#angela,588.0,FEMALE,being moved,being moved,being moved,comedies1740_1770,,
79,1438,1438,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,ach!,24,28,character_speech,3,11,,ANGELA,#angela,588.0,FEMALE,suffering,negative,emotions of suffering and empathy,comedies1740_1770,,
80,1439,1439,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"ermesse
              Doch unsre Zärtlichkeit!",29,75,character_speech,3,11,,ANGELA,#angela,588.0,FEMALE,love,positive,emotions of affection,comedies1740_1770,,
81,1440,1440,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,ihr Götter!,76,87,character_speech,3,11,,ANGELA,#angela,588.0,FEMALE,suffering,negative,emotions of suffering and empathy,comedies1740_1770,,
82,1441,1441,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,ach er geht?,88,100,character_speech,3,11,,ANGELA,#angela,588.0,FEMALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
83,1442,1442,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,zu Colombine.,0,13,stage_direction,3,11,speech_part,,#hanswurst,589.0,MALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
84,1443,1443,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"
              Du Colombinisch Thier!",0,37,character_speech,3,11,,HANSWURST,#hanswurst,589.0,MALE,abhorrence,negative,emotions of rejection,comedies1740_1770,,
85,1444,1444,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"schau her, wer vor dir steht!",38,67,character_speech,3,11,,HANSWURST,#hanswurst,589.0,MALE,joy,positive,emotions of pleasure,comedies1740_1770,,
86,1445,1445,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"Ich bin es, der Hanswurst, der dir sein Herz, sein Leben,
              Du falsches Animal!",82,173,character_speech,3,11,,HANSWURST,#hanswurst,589.0,MALE,abhorrence,negative,emotions of rejection,comedies1740_1770,,
87,1446,1446,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"hat zum Präsent gegeben,
              Ich hab mich als Heyduck von darum nur verstellt,
              Damit ich sehen konnt, ob deine Treue fehlt:
              In meiner Meinung sah ich mich auch nicht betrogen,
              Dann den Heyducken hast du mir gleich vorgezogen.",174,451,character_speech,3,11,,HANSWURST,#hanswurst,589.0,MALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
88,1447,1447,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,Drum!,466,471,character_speech,3,11,,HANSWURST,#hanswurst,589.0,MALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
89,1448,1448,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,falsches Rabenaas!,472,490,character_speech,3,11,,HANSWURST,#hanswurst,589.0,MALE,being moved,being moved,being moved,comedies1740_1770,,
90,1449,1449,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"geh itzt zum Henker hin,
              Und sag nicht, daß ich je dein Schatz gewesen bin,
              Sonst soll dich die Frau Her in einen Wolf verkehren.",491,648,character_speech,3,11,,HANSWURST,#hanswurst,589.0,MALE,anger,negative,emotions of rejection,comedies1740_1770,,
91,1450,1450,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,Du darfst auch wider sie von mir nun Rach begehren;,0,51,character_speech,3,11,,MÄGERA.,#maegera,590.0,FEMALE,love,positive,emotions of affection,comedies1740_1770,,
92,1451,1451,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,zu Mägera.,0,10,stage_direction,3,11,speech_part,,#hanswurst,591.0,MALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
93,1452,1452,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"
              Frau Hexin!",0,26,character_speech,3,11,,HANSWURST,#hanswurst,591.0,MALE,being moved,being moved,being moved,comedies1740_1770,,
94,1453,1453,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"machen sie ihr nur den Hauptverdruß;
              Daß sie nach neunzig Jahr noch ledig sterben muß.",27,127,character_speech,3,11,,HANSWURST,#hanswurst,591.0,MALE,suffering,negative,emotions of suffering and empathy,comedies1740_1770,,
95,1454,1454,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,Geht ab.,0,8,stage_direction,3,11,speech_part,,#hanswurst,591.0,MALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
96,1455,1455,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,O weh!,0,6,character_speech,3,11,,COLOMBINA.,#colombina,592.0,FEMALE,suffering,negative,emotions of suffering and empathy,comedies1740_1770,,
97,1456,1456,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,– er geht!,7,17,character_speech,3,11,,COLOMBINA.,#colombina,592.0,FEMALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
98,1457,1457,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,zu Angela und Colombina.,0,24,stage_direction,3,11,speech_part,,#maegera,593.0,FEMALE,no_annotation,no_annotation,no_annotation,comedies1740_1770,,
99,1458,1458,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"
              Nu!",0,18,character_speech,3,11,,MÄGERA,#maegera,593.0,FEMALE,being moved,being moved,being moved,comedies1740_1770,,
100,1459,1459,GerDracor/hafner-maegera-die-foerchterliche-hexe.xml,"wie, ihr falschen Frauenzimmer?",19,50,character_speech,3,11,,MÄGERA,#maegera,593.0,FEMALE,being moved,being moved,being moved,comedies1740_1770,,
